0,0,5.063729069,3.776257252,4.290915549,4.0219486170784,6.08052968327891,0.344156341862367,-0.938912356056684,0
0.01,0,5.063729069,3.776257252,4.290915549,4.0219486170784,6.08052968327891,0.344156341862367,-0.938912356056684,0
0.02,-0.0894838679245283,5.0628360164259,3.77603505000445,4.29099699667235,4.02039749834799,6.07845559924361,0.343317706637682,-0.939219331311405,-0.0894838679245283
0.03,-0.178972471698113,5.06104986401375,3.77559048895279,4.29115949937606,4.01730767126736,6.07432633499387,0.341639571005493,-0.939831050520881,-0.178972471698113
0.04,-0.268456339622641,5.05837065902749,3.77492321894304,4.29140205982323,4.01270402645087,6.0681800956869,0.339120347813634,-0.94074299875086,-0.268456339622641
0.05,-0.357944943396226,5.05479835420318,3.77403265444353,4.29172309175568,4.00662341461115,6.06007366966678,0.335757570392017,-0.941948434854292,-0.357944943396226
0.06,-0.447428811320755,5.05033299680477,3.77291802829422,4.2921204003067,3.99911468758437,6.0500824483634,0.331548100557999,-0.943438316487296,-0.447428811320755
0.07,-0.53690320754717,5.04497468136019,3.77157838966712,4.29259118322328,3.99023824399997,6.0382997731767,0.326488125028727,-0.945201303540799,-0.53690320754717
0.08,-0.626410754716981,5.03872307702169,3.77001249815608,4.29313206798668,3.9800648191767,6.02483527441969,0.320572758974084,-0.947223894442989,-0.626410754716981
0.09,-0.715870943396226,5.03157865642892,3.76821914619326,4.29373899924117,3.96867699239136,6.00981680409152,0.313797269225239,-0.949490007228503,-0.715870943396226
0.1,-0.805378490566038,5.02354094694223,3.76619673911103,4.29440738523242,3.95616580479705,5.99338589092773,0.306155490214442,-0.951981520730079,-0.805378490566038
0.11,-0.894838679245283,5.01461042120126,3.76394378980994,4.29513192954624,3.94263318370636,5.9757008657065,0.297641699220227,-0.954677651820391,-0.894838679245283
0.12,-0.984346226415094,5.00478660656638,3.76145846709374,4.29590678341964,3.92818839933731,5.95693213101513,0.288248911594253,-0.957555515343486,-0.984346226415094
0.13,-1.07385377358491,4.99406950303758,3.75873897837173,4.29672541967795,3.9129496566341,5.93726418332688,0.277970333002985,-0.960589659516596,-1.07385377358491
0.14,-1.16331396226415,4.98245958325451,3.7557836006155,4.29758063119404,3.89704338788288,5.91689459757445,0.26679948101511,-0.963752061958919,-1.16331396226415
0.15,-1.25282150943396,4.96995637457752,3.75259035243246,4.29846463133434,3.88060172583821,5.89603071841554,0.254728947692071,-0.967012493821921,-1.25282150943396
0.16,-1.34228169811321,4.95656034964625,3.74915750971129,4.29936890549785,3.86376456568412,5.87489225723957,0.241752355999504,-0.970337981514013,-1.34228169811321
0.17,-1.43178924528302,4.94227103582107,3.74548316176869,4.3002843414478,3.84667661825677,5.853707521171,0.2278626832917,-0.973693276942542,-1.43178924528302
0.18,-1.52124943396226,4.92708890574161,3.74156573620186,4.30120109328577,3.82948939435492,5.83271590357705,0.213054252856981,-0.977040370373483,-1.52124943396226
